Author;AuthorULAN;AuthorULANLabel;AuthorNationality;BiographyLabel;AuthorBirth;AuthorDeath;AuthorBirthLong;AuthorBirthLat;AuthorDeathLong;AuthorDeathLat;AuthorBirthCity;AuthorDeathCity;CountModifiers;CountModifiers_Contact;CountModifiers_Neighbours;CountWorks;CountWorks_Modified;CountWorks_Contact;CountWorks_Neighbours;PercWorks_Modified;PercWorks_Contact;PercWorks_Neighbours
PIAZZETTA Giambattista;ulan:500003532;Piazzetta, Giovanni Battista;Italian (culture or style);Italian painter and printmaker, 1682-1754;1683.0;1754.0;12.326667;45.438611;12.326667;45.438611;Venice;Venice;21.0;7.0;14.0;743.0;95.0;35.0;60.0;0.1278600269179004;0.047106325706594884;0.08075370121130551
BOSCHINI Marco;ulan:500006308;Boschini, Marco;Italian (culture or style);Italian art critic, engraver, and dealer, 1605-1681;1605.0;1681.0;12.326667;45.438611;12.326667;45.438611;Venice;Venice;1.0;1.0;0.0;681.0;1.0;1.0;0.0;0.0014684287812041115;0.0014684287812041115;0.0
RICCI Marco;ulan:500115726;Ricci, Marco;Italian (culture or style);Italian painter and draftsman, 1676-1730;1676.0;1730.0;12.221389;46.145;12.326667;45.438611;Belluno;Venice;7.0;2.0;5.0;701.0;65.0;41.0;24.0;0.09272467902995721;0.05848787446504993;0.034236804564907276
VISENTINI Antonio;ulan:500000078;Visentini, Antonio;Italian (culture or style);Italian painter, engraver, and architect, 1688-1782;1688.0;1782.0;12.326667;45.438611;12.326667;45.438611;Venice;Venice;2.0;2.0;0.0;663.0;3.0;3.0;0.0;0.004524886877828055;0.004524886877828055;0.0
REMBRANDT Van Rijn;ulan:500011051;Rembrandt van Rijn;Dutch (culture or style);Dutch painter, printmaker, 1606-1669;1606.0;1669.0;4.5;52.15;4.916667;52.35;Leiden;Amsterdam;14.0;4.0;10.0;756.0;120.0;22.0;98.0;0.15873015873015872;0.0291005291005291;0.12962962962962962
DEL SARTO Andrea;ulan:500025314;Sarto, Andrea del;Italian (culture or style);Florentine painter, 1486-1530;1486.0;1530.0;11.25;43.766667;11.25;43.766667;Florence;Florence;17.0;5.0;12.0;698.0;58.0;17.0;41.0;0.0830945558739255;0.024355300859598854;0.05873925501432665
DELLA ROBBIA Luca;ulan:500009618;Robbia, Luca della;Italian (culture or style);Italian sculptor, ceramicist, 1399/1400-1482;1399.0;1482.0;;;11.25;43.766667;;Florence;17.0;12.0;5.0;670.0;207.0;180.0;27.0;0.30895522388059704;0.26865671641791045;0.04029850746268657
PINTURICCHIO;ulan:500023716;Pinturicchio, Bernardino;Italian (culture or style);Italian painter, ca. 1452-1513;1442.0;1513.0;12.366667;43.133333;11.33;43.318000000000005;Perugia;Siena;18.0;7.0;11.0;729.0;132.0;42.0;90.0;0.18106995884773663;0.05761316872427984;0.12345679012345678
LONGHI Pietro;ulan:500023454;Longhi, Pietro;Venetian (Republic, culture or style);Venetian painter and draftsman, ca. 1701-1785;1700.0;1785.0;12.326667;45.438611;12.326667;45.438611;Venice;Venice;11.0;3.0;8.0;737.0;116.0;17.0;99.0;0.15739484396200815;0.023066485753052916;0.13432835820895522
GUERCINO (BARBIERI Giovanni Francesco);ulan:500021925;Guercino;Italian (culture or style);Italian painter, draftsman, 1591-1666;1591.0;1666.0;11.283333;44.716667;11.351;44.507;Cento;Bologna;23.0;7.0;16.0;687.0;77.0;22.0;55.0;0.11208151382823872;0.03202328966521106;0.08005822416302766
PARMIGIANINO (il);ulan:500012615;Parmigianino;Italian (culture or style);Italian painter, 1503-1540;1503.0;1540.0;10.333333;44.8;10.433333;44.983333;Parma;Casalmaggiore;21.0;8.0;13.0;644.0;55.0;34.0;21.0;0.08540372670807453;0.052795031055900624;0.03260869565217391
RUBENS Peter Paul;ulan:500002921;Rubens, Peter Paul;Flemish (culture or style);Flemish painter, 1577-1640;1577.0;1640.0;8.033333;50.866667;4.401514;51.213886;Siegen;Antwerp;30.0;14.0;16.0;677.0;107.0;34.0;73.0;0.15805022156573117;0.050221565731166914;0.10782865583456426
SIGNORELLI Luca;ulan:500003947;Signorelli, Luca;Italian (culture or style);Italian painter and draftsman, ca. 1441 or 1450-1523;1436.0;1523.0;11.983333;43.266667;;;Cortona;;9.0;5.0;4.0;625.0;59.0;36.0;23.0;0.0944;0.0576;0.0368
